idn,type,src,dst,period,error,cktElement,cktTerminal,cktPhase,cktProperty
007068,smartmeter,7068,1,100,0.0001667,Load.7068.2,BUS1,PHASE_2,None
007069,smartmeter,7069,1,100,0.0001667,Load.7069.1,BUS1,PHASE_1,None
007070,smartmeter,7070,1,100,0.0001667,Load.7070.2,BUS1,PHASE_2,None
007071,smartmeter,7071,1,100,0.0001667,Load.7071.3,BUS1,PHASE_3,None
007072,smartmeter,7072,1,100,0.0001667,Load.7072.3,BUS1,PHASE_3,None
007073,smartmeter,7073,1,100,0.0001667,Load.7073.3,BUS1,PHASE_3,None
007074,smartmeter,7074,1,100,0.0001667,Load.7074.3,BUS1,PHASE_3,None
007075,smartmeter,7075,1,100,0.0001667,Load.7075.1,BUS1,PHASE_1,None
007076,smartmeter,7076,1,100,0.0001667,Load.7076.1,BUS1,PHASE_1,None
007077,smartmeter,7077,1,100,0.0001667,Load.7077.1,BUS1,PHASE_1,None
007078,smartmeter,7078,1,100,0.0001667,Load.7078.2,BUS1,PHASE_2,None
007079,smartmeter,7079,1,100,0.0001667,Load.7079.3,BUS1,PHASE_3,None
007080,smartmeter,7080,1,100,0.0001667,Load.7080.1,BUS1,PHASE_1,None
007081,smartmeter,7081,1,100,0.0001667,Load.7081.2,BUS1,PHASE_2,None
007082,smartmeter,7082,1,100,0.0001667,Load.7082.3,BUS1,PHASE_3,None
007083,smartmeter,7083,1,100,0.0001667,Load.7083.3,BUS1,PHASE_3,None
007084,smartmeter,7084,1,100,0.0001667,Load.7084.1,BUS1,PHASE_1,None
007085,smartmeter,7085,1,100,0.0001667,Load.7085.1,BUS1,PHASE_1,None
007086,smartmeter,7086,1,100,0.0001667,Load.7086.1,BUS1,PHASE_1,None
007087,smartmeter,7087,1,100,0.0001667,Load.7087.3,BUS1,PHASE_3,None
007088,smartmeter,7088,1,100,0.0001667,Load.7088.3,BUS1,PHASE_3,None
007089,smartmeter,7089,1,100,0.0001667,Load.7089.1,BUS1,PHASE_1,None
007090,smartmeter,7090,1,100,0.0001667,Load.7090.2,BUS1,PHASE_2,None
007091,smartmeter,7091,1,100,0.0001667,Load.7091.2,BUS1,PHASE_2,None
007092,smartmeter,7092,1,100,0.0001667,Load.7092.2,BUS1,PHASE_2,None
007093,smartmeter,7093,1,100,0.0001667,Load.7093.2,BUS1,PHASE_2,None
007094,smartmeter,7094,1,100,0.0001667,Load.7094.3,BUS1,PHASE_3,None
007095,smartmeter,7095,1,100,0.0001667,Load.7095.2,BUS1,PHASE_2,None
007096,smartmeter,7096,1,100,0.0001667,Load.7096.2,BUS1,PHASE_2,None
007097,smartmeter,7097,1,100,0.0001667,Load.7097.3,BUS1,PHASE_3,None
007098,smartmeter,7098,1,100,0.0001667,Load.7098.3,BUS1,PHASE_3,None
007099,smartmeter,7099,1,100,0.0001667,Load.7099.2,BUS1,PHASE_2,None
007100,smartmeter,7100,1,100,0.0001667,Load.7100.2,BUS1,PHASE_2,None
007101,smartmeter,7101,1,100,0.0001667,Load.7101.1,BUS1,PHASE_1,None
007102,smartmeter,7102,1,100,0.0001667,Load.7102.3,BUS1,PHASE_3,None
007103,smartmeter,7103,1,100,0.0001667,Load.7103.1,BUS1,PHASE_1,None
007104,smartmeter,7104,1,100,0.0001667,Load.7104.1,BUS1,PHASE_1,None
007105,smartmeter,7105,1,100,0.0001667,Load.7105.2,BUS1,PHASE_2,None
007106,smartmeter,7106,1,100,0.0001667,Load.7106.1,BUS1,PHASE_1,None
007107,smartmeter,7107,1,100,0.0001667,Load.7107.1,BUS1,PHASE_1,None
007108,smartmeter,7108,1,100,0.0001667,Load.7108.2,BUS1,PHASE_2,None
007109,smartmeter,7109,1,100,0.0001667,Load.7109.1,BUS1,PHASE_1,None
007110,smartmeter,7110,1,100,0.0001667,Load.7110.1,BUS1,PHASE_1,None
008056,smartmeter,8056,1,100,0.0001667,Load.8056.1,BUS1,PHASE_1,None
008057,smartmeter,8057,1,100,0.0001667,Load.8057.2,BUS1,PHASE_2,None
008058,smartmeter,8058,1,100,0.0001667,Load.8058.1,BUS1,PHASE_1,None
008059,smartmeter,8059,1,100,0.0001667,Load.8059.1,BUS1,PHASE_1,None
008060,smartmeter,8060,1,100,0.0001667,Load.8060.1,BUS1,PHASE_1,None
008061,smartmeter,8061,1,100,0.0001667,Load.8061.2,BUS1,PHASE_2,None
008062,smartmeter,8062,1,100,0.0001667,Load.8062.2,BUS1,PHASE_2,None
008063,smartmeter,8063,1,100,0.0001667,Load.8063.3,BUS1,PHASE_3,None
008064,smartmeter,8064,1,100,0.0001667,Load.8064.1,BUS1,PHASE_1,None
008065,smartmeter,8065,1,100,0.0001667,Load.8065.2,BUS1,PHASE_2,None
008066,smartmeter,8066,1,100,0.0001667,Load.8066.2,BUS1,PHASE_2,None
008067,smartmeter,8067,1,100,0.0001667,Load.8067.3,BUS1,PHASE_3,None
008068,smartmeter,8068,1,100,0.0001667,Load.8068.2,BUS1,PHASE_2,None
008069,smartmeter,8069,1,100,0.0001667,Load.8069.1,BUS1,PHASE_1,None
008070,smartmeter,8070,1,100,0.0001667,Load.8070.2,BUS1,PHASE_2,None
008071,smartmeter,8071,1,100,0.0001667,Load.8071.3,BUS1,PHASE_3,None
008072,smartmeter,8072,1,100,0.0001667,Load.8072.3,BUS1,PHASE_3,None
008073,smartmeter,8073,1,100,0.0001667,Load.8073.3,BUS1,PHASE_3,None
008074,smartmeter,8074,1,100,0.0001667,Load.8074.3,BUS1,PHASE_3,None
008075,smartmeter,8075,1,100,0.0001667,Load.8075.1,BUS1,PHASE_1,None
008076,smartmeter,8076,1,100,0.0001667,Load.8076.1,BUS1,PHASE_1,None
008077,smartmeter,8077,1,100,0.0001667,Load.8077.1,BUS1,PHASE_1,None
008078,smartmeter,8078,1,100,0.0001667,Load.8078.2,BUS1,PHASE_2,None
008079,smartmeter,8079,1,100,0.0001667,Load.8079.3,BUS1,PHASE_3,None
008080,smartmeter,8080,1,100,0.0001667,Load.8080.1,BUS1,PHASE_1,None
008081,smartmeter,8081,1,100,0.0001667,Load.8081.2,BUS1,PHASE_2,None
008082,smartmeter,8082,1,100,0.0001667,Load.8082.3,BUS1,PHASE_3,None
008083,smartmeter,8083,1,100,0.0001667,Load.8083.3,BUS1,PHASE_3,None
008084,smartmeter,8084,1,100,0.0001667,Load.8084.1,BUS1,PHASE_1,None
008085,smartmeter,8085,1,100,0.0001667,Load.8085.1,BUS1,PHASE_1,None
008086,smartmeter,8086,1,100,0.0001667,Load.8086.1,BUS1,PHASE_1,None
008087,smartmeter,8087,1,100,0.0001667,Load.8087.3,BUS1,PHASE_3,None
008088,smartmeter,8088,1,100,0.0001667,Load.8088.3,BUS1,PHASE_3,None
008089,smartmeter,8089,1,100,0.0001667,Load.8089.1,BUS1,PHASE_1,None
008090,smartmeter,8090,1,100,0.0001667,Load.8090.2,BUS1,PHASE_2,None
008091,smartmeter,8091,1,100,0.0001667,Load.8091.2,BUS1,PHASE_2,None
008092,smartmeter,8092,1,100,0.0001667,Load.8092.2,BUS1,PHASE_2,None
008093,smartmeter,8093,1,100,0.0001667,Load.8093.2,BUS1,PHASE_2,None
008094,smartmeter,8094,1,100,0.0001667,Load.8094.3,BUS1,PHASE_3,None
008095,smartmeter,8095,1,100,0.0001667,Load.8095.2,BUS1,PHASE_2,None
008096,smartmeter,8096,1,100,0.0001667,Load.8096.2,BUS1,PHASE_2,None
008097,smartmeter,8097,1,100,0.0001667,Load.8097.3,BUS1,PHASE_3,None
008098,smartmeter,8098,1,100,0.0001667,Load.8098.3,BUS1,PHASE_3,None
008099,smartmeter,8099,1,100,0.0001667,Load.8099.2,BUS1,PHASE_2,None
008100,smartmeter,8100,1,100,0.0001667,Load.8100.2,BUS1,PHASE_2,None
008101,smartmeter,8101,1,100,0.0001667,Load.8101.1,BUS1,PHASE_1,None
008102,smartmeter,8102,1,100,0.0001667,Load.8102.3,BUS1,PHASE_3,None
008103,smartmeter,8103,1,100,0.0001667,Load.8103.1,BUS1,PHASE_1,None
008104,smartmeter,8104,1,100,0.0001667,Load.8104.1,BUS1,PHASE_1,None
008105,smartmeter,8105,1,100,0.0001667,Load.8105.2,BUS1,PHASE_2,None
008106,smartmeter,8106,1,100,0.0001667,Load.8106.1,BUS1,PHASE_1,None
008107,smartmeter,8107,1,100,0.0001667,Load.8107.1,BUS1,PHASE_1,None
008108,smartmeter,8108,1,100,0.0001667,Load.8108.2,BUS1,PHASE_2,None
008109,smartmeter,8109,1,100,0.0001667,Load.8109.1,BUS1,PHASE_1,None
008110,smartmeter,8110,1,100,0.0001667,Load.8110.1,BUS1,PHASE_1,None
009056,smartmeter,9056,1,100,0.0001667,Load.9056.1,BUS1,PHASE_1,None
009057,smartmeter,9057,1,100,0.0001667,Load.9057.2,BUS1,PHASE_2,None
009058,smartmeter,9058,1,100,0.0001667,Load.9058.1,BUS1,PHASE_1,None
009059,smartmeter,9059,1,100,0.0001667,Load.9059.1,BUS1,PHASE_1,None
009060,smartmeter,9060,1,100,0.0001667,Load.9060.1,BUS1,PHASE_1,None
009061,smartmeter,9061,1,100,0.0001667,Load.9061.2,BUS1,PHASE_2,None
009062,smartmeter,9062,1,100,0.0001667,Load.9062.2,BUS1,PHASE_2,None
009063,smartmeter,9063,1,100,0.0001667,Load.9063.3,BUS1,PHASE_3,None
009064,smartmeter,9064,1,100,0.0001667,Load.9064.1,BUS1,PHASE_1,None
009065,smartmeter,9065,1,100,0.0001667,Load.9065.2,BUS1,PHASE_2,None
009066,smartmeter,9066,1,100,0.0001667,Load.9066.2,BUS1,PHASE_2,None
009067,smartmeter,9067,1,100,0.0001667,Load.9067.3,BUS1,PHASE_3,None
009068,smartmeter,9068,1,100,0.0001667,Load.9068.2,BUS1,PHASE_2,None
009069,smartmeter,9069,1,100,0.0001667,Load.9069.1,BUS1,PHASE_1,None
009070,smartmeter,9070,1,100,0.0001667,Load.9070.2,BUS1,PHASE_2,None
009071,smartmeter,9071,1,100,0.0001667,Load.9071.3,BUS1,PHASE_3,None
009072,smartmeter,9072,1,100,0.0001667,Load.9072.3,BUS1,PHASE_3,None
009073,smartmeter,9073,1,100,0.0001667,Load.9073.3,BUS1,PHASE_3,None
009074,smartmeter,9074,1,100,0.0001667,Load.9074.3,BUS1,PHASE_3,None
009075,smartmeter,9075,1,100,0.0001667,Load.9075.1,BUS1,PHASE_1,None
009076,smartmeter,9076,1,100,0.0001667,Load.9076.1,BUS1,PHASE_1,None
009077,smartmeter,9077,1,100,0.0001667,Load.9077.1,BUS1,PHASE_1,None
009078,smartmeter,9078,1,100,0.0001667,Load.9078.2,BUS1,PHASE_2,None
009079,smartmeter,9079,1,100,0.0001667,Load.9079.3,BUS1,PHASE_3,None
009080,smartmeter,9080,1,100,0.0001667,Load.9080.1,BUS1,PHASE_1,None
009081,smartmeter,9081,1,100,0.0001667,Load.9081.2,BUS1,PHASE_2,None
009082,smartmeter,9082,1,100,0.0001667,Load.9082.3,BUS1,PHASE_3,None
009083,smartmeter,9083,1,100,0.0001667,Load.9083.3,BUS1,PHASE_3,None
009084,smartmeter,9084,1,100,0.0001667,Load.9084.1,BUS1,PHASE_1,None
009085,smartmeter,9085,1,100,0.0001667,Load.9085.1,BUS1,PHASE_1,None
009086,smartmeter,9086,1,100,0.0001667,Load.9086.1,BUS1,PHASE_1,None
009087,smartmeter,9087,1,100,0.0001667,Load.9087.3,BUS1,PHASE_3,None
009088,smartmeter,9088,1,100,0.0001667,Load.9088.3,BUS1,PHASE_3,None
009089,smartmeter,9089,1,100,0.0001667,Load.9089.1,BUS1,PHASE_1,None
009090,smartmeter,9090,1,100,0.0001667,Load.9090.2,BUS1,PHASE_2,None
009091,smartmeter,9091,1,100,0.0001667,Load.9091.2,BUS1,PHASE_2,None
009092,smartmeter,9092,1,100,0.0001667,Load.9092.2,BUS1,PHASE_2,None
009093,smartmeter,9093,1,100,0.0001667,Load.9093.2,BUS1,PHASE_2,None
009094,smartmeter,9094,1,100,0.0001667,Load.9094.3,BUS1,PHASE_3,None
009095,smartmeter,9095,1,100,0.0001667,Load.9095.2,BUS1,PHASE_2,None
009096,smartmeter,9096,1,100,0.0001667,Load.9096.2,BUS1,PHASE_2,None
009097,smartmeter,9097,1,100,0.0001667,Load.9097.3,BUS1,PHASE_3,None
009098,smartmeter,9098,1,100,0.0001667,Load.9098.3,BUS1,PHASE_3,None
009099,smartmeter,9099,1,100,0.0001667,Load.9099.2,BUS1,PHASE_2,None
009100,smartmeter,9100,1,100,0.0001667,Load.9100.2,BUS1,PHASE_2,None
009101,smartmeter,9101,1,100,0.0001667,Load.9101.1,BUS1,PHASE_1,None
009102,smartmeter,9102,1,100,0.0001667,Load.9102.3,BUS1,PHASE_3,None
009103,smartmeter,9103,1,100,0.0001667,Load.9103.1,BUS1,PHASE_1,None
009104,smartmeter,9104,1,100,0.0001667,Load.9104.1,BUS1,PHASE_1,None
009105,smartmeter,9105,1,100,0.0001667,Load.9105.2,BUS1,PHASE_2,None
009106,smartmeter,9106,1,100,0.0001667,Load.9106.1,BUS1,PHASE_1,None
009107,smartmeter,9107,1,100,0.0001667,Load.9107.1,BUS1,PHASE_1,None
009108,smartmeter,9108,1,100,0.0001667,Load.9108.2,BUS1,PHASE_2,None
009109,smartmeter,9109,1,100,0.0001667,Load.9109.1,BUS1,PHASE_1,None
009110,smartmeter,9110,1,100,0.0001667,Load.9110.1,BUS1,PHASE_1,None
0010056,smartmeter,10056,1,100,0.0001667,Load.10056.1,BUS1,PHASE_1,None
0010057,smartmeter,10057,1,100,0.0001667,Load.10057.2,BUS1,PHASE_2,None
0010058,smartmeter,10058,1,100,0.0001667,Load.10058.1,BUS1,PHASE_1,None
0010059,smartmeter,10059,1,100,0.0001667,Load.10059.1,BUS1,PHASE_1,None
0010060,smartmeter,10060,1,100,0.0001667,Load.10060.1,BUS1,PHASE_1,None
0010061,smartmeter,10061,1,100,0.0001667,Load.10061.2,BUS1,PHASE_2,None
0010062,smartmeter,10062,1,100,0.0001667,Load.10062.2,BUS1,PHASE_2,None
0010063,smartmeter,10063,1,100,0.0001667,Load.10063.3,BUS1,PHASE_3,None
0010064,smartmeter,10064,1,100,0.0001667,Load.10064.1,BUS1,PHASE_1,None
0010065,smartmeter,10065,1,100,0.0001667,Load.10065.2,BUS1,PHASE_2,None
0010066,smartmeter,10066,1,100,0.0001667,Load.10066.2,BUS1,PHASE_2,None
0010067,smartmeter,10067,1,100,0.0001667,Load.10067.3,BUS1,PHASE_3,None
0010068,smartmeter,10068,1,100,0.0001667,Load.10068.2,BUS1,PHASE_2,None
0010069,smartmeter,10069,1,100,0.0001667,Load.10069.1,BUS1,PHASE_1,None
0010070,smartmeter,10070,1,100,0.0001667,Load.10070.2,BUS1,PHASE_2,None
0010071,smartmeter,10071,1,100,0.0001667,Load.10071.3,BUS1,PHASE_3,None
0010072,smartmeter,10072,1,100,0.0001667,Load.10072.3,BUS1,PHASE_3,None
0010073,smartmeter,10073,1,100,0.0001667,Load.10073.3,BUS1,PHASE_3,None
0010074,smartmeter,10074,1,100,0.0001667,Load.10074.3,BUS1,PHASE_3,None
0010075,smartmeter,10075,1,100,0.0001667,Load.10075.1,BUS1,PHASE_1,None
0010076,smartmeter,10076,1,100,0.0001667,Load.10076.1,BUS1,PHASE_1,None
0010077,smartmeter,10077,1,100,0.0001667,Load.10077.1,BUS1,PHASE_1,None
0010078,smartmeter,10078,1,100,0.0001667,Load.10078.2,BUS1,PHASE_2,None
0010079,smartmeter,10079,1,100,0.0001667,Load.10079.3,BUS1,PHASE_3,None
0010080,smartmeter,10080,1,100,0.0001667,Load.10080.1,BUS1,PHASE_1,None
0010081,smartmeter,10081,1,100,0.0001667,Load.10081.2,BUS1,PHASE_2,None
0010082,smartmeter,10082,1,100,0.0001667,Load.10082.3,BUS1,PHASE_3,None
0010083,smartmeter,10083,1,100,0.0001667,Load.10083.3,BUS1,PHASE_3,None
0010084,smartmeter,10084,1,100,0.0001667,Load.10084.1,BUS1,PHASE_1,None
0010085,smartmeter,10085,1,100,0.0001667,Load.10085.1,BUS1,PHASE_1,None
0010086,smartmeter,10086,1,100,0.0001667,Load.10086.1,BUS1,PHASE_1,None
0010087,smartmeter,10087,1,100,0.0001667,Load.10087.3,BUS1,PHASE_3,None
0010088,smartmeter,10088,1,100,0.0001667,Load.10088.3,BUS1,PHASE_3,None
0010089,smartmeter,10089,1,100,0.0001667,Load.10089.1,BUS1,PHASE_1,None
0010090,smartmeter,10090,1,100,0.0001667,Load.10090.2,BUS1,PHASE_2,None
0010091,smartmeter,10091,1,100,0.0001667,Load.10091.2,BUS1,PHASE_2,None
0010092,smartmeter,10092,1,100,0.0001667,Load.10092.2,BUS1,PHASE_2,None
0010093,smartmeter,10093,1,100,0.0001667,Load.10093.2,BUS1,PHASE_2,None
0010094,smartmeter,10094,1,100,0.0001667,Load.10094.3,BUS1,PHASE_3,None
0010095,smartmeter,10095,1,100,0.0001667,Load.10095.2,BUS1,PHASE_2,None
0010096,smartmeter,10096,1,100,0.0001667,Load.10096.2,BUS1,PHASE_2,None
0010097,smartmeter,10097,1,100,0.0001667,Load.10097.3,BUS1,PHASE_3,None
0010098,smartmeter,10098,1,100,0.0001667,Load.10098.3,BUS1,PHASE_3,None
0010099,smartmeter,10099,1,100,0.0001667,Load.10099.2,BUS1,PHASE_2,None
0010100,smartmeter,10100,1,100,0.0001667,Load.10100.2,BUS1,PHASE_2,None
0010101,smartmeter,10101,1,100,0.0001667,Load.10101.1,BUS1,PHASE_1,None
0010102,smartmeter,10102,1,100,0.0001667,Load.10102.3,BUS1,PHASE_3,None
0010103,smartmeter,10103,1,100,0.0001667,Load.10103.1,BUS1,PHASE_1,None
0010104,smartmeter,10104,1,100,0.0001667,Load.10104.1,BUS1,PHASE_1,None
0010105,smartmeter,10105,1,100,0.0001667,Load.10105.2,BUS1,PHASE_2,None
0010106,smartmeter,10106,1,100,0.0001667,Load.10106.1,BUS1,PHASE_1,None
0010107,smartmeter,10107,1,100,0.0001667,Load.10107.1,BUS1,PHASE_1,None
0010108,smartmeter,10108,1,100,0.0001667,Load.10108.2,BUS1,PHASE_2,None
0010109,smartmeter,10109,1,100,0.0001667,Load.10109.1,BUS1,PHASE_1,None
0010110,smartmeter,10110,1,100,0.0001667,Load.10110.1,BUS1,PHASE_1,None
0011056,smartmeter,11056,1,100,0.0001667,Load.11056.1,BUS1,PHASE_1,None
0011057,smartmeter,11057,1,100,0.0001667,Load.11057.2,BUS1,PHASE_2,None
0011058,smartmeter,11058,1,100,0.0001667,Load.11058.1,BUS1,PHASE_1,None
0011059,smartmeter,11059,1,100,0.0001667,Load.11059.1,BUS1,PHASE_1,None
0011060,smartmeter,11060,1,100,0.0001667,Load.11060.1,BUS1,PHASE_1,None
0011061,smartmeter,11061,1,100,0.0001667,Load.11061.2,BUS1,PHASE_2,None
0011062,smartmeter,11062,1,100,0.0001667,Load.11062.2,BUS1,PHASE_2,None
0011063,smartmeter,11063,1,100,0.0001667,Load.11063.3,BUS1,PHASE_3,None
0011064,smartmeter,11064,1,100,0.0001667,Load.11064.1,BUS1,PHASE_1,None
0011065,smartmeter,11065,1,100,0.0001667,Load.11065.2,BUS1,PHASE_2,None
0011066,smartmeter,11066,1,100,0.0001667,Load.11066.2,BUS1,PHASE_2,None
0011067,smartmeter,11067,1,100,0.0001667,Load.11067.3,BUS1,PHASE_3,None
0011068,smartmeter,11068,1,100,0.0001667,Load.11068.2,BUS1,PHASE_2,None
0011069,smartmeter,11069,1,100,0.0001667,Load.11069.1,BUS1,PHASE_1,None
0011070,smartmeter,11070,1,100,0.0001667,Load.11070.2,BUS1,PHASE_2,None
0011071,smartmeter,11071,1,100,0.0001667,Load.11071.3,BUS1,PHASE_3,None
0011072,smartmeter,11072,1,100,0.0001667,Load.11072.3,BUS1,PHASE_3,None
0011073,smartmeter,11073,1,100,0.0001667,Load.11073.3,BUS1,PHASE_3,None
0011074,smartmeter,11074,1,100,0.0001667,Load.11074.3,BUS1,PHASE_3,None
0011075,smartmeter,11075,1,100,0.0001667,Load.11075.1,BUS1,PHASE_1,None
0011076,smartmeter,11076,1,100,0.0001667,Load.11076.1,BUS1,PHASE_1,None
0011077,smartmeter,11077,1,100,0.0001667,Load.11077.1,BUS1,PHASE_1,None
0011078,smartmeter,11078,1,100,0.0001667,Load.11078.2,BUS1,PHASE_2,None
0011079,smartmeter,11079,1,100,0.0001667,Load.11079.3,BUS1,PHASE_3,None
0011080,smartmeter,11080,1,100,0.0001667,Load.11080.1,BUS1,PHASE_1,None
0011081,smartmeter,11081,1,100,0.0001667,Load.11081.2,BUS1,PHASE_2,None
0011082,smartmeter,11082,1,100,0.0001667,Load.11082.3,BUS1,PHASE_3,None
0011083,smartmeter,11083,1,100,0.0001667,Load.11083.3,BUS1,PHASE_3,None
0011084,smartmeter,11084,1,100,0.0001667,Load.11084.1,BUS1,PHASE_1,None
0011085,smartmeter,11085,1,100,0.0001667,Load.11085.1,BUS1,PHASE_1,None
0011086,smartmeter,11086,1,100,0.0001667,Load.11086.1,BUS1,PHASE_1,None
0011087,smartmeter,11087,1,100,0.0001667,Load.11087.3,BUS1,PHASE_3,None
0011088,smartmeter,11088,1,100,0.0001667,Load.11088.3,BUS1,PHASE_3,None
0011089,smartmeter,11089,1,100,0.0001667,Load.11089.1,BUS1,PHASE_1,None
0011090,smartmeter,11090,1,100,0.0001667,Load.11090.2,BUS1,PHASE_2,None
0011091,smartmeter,11091,1,100,0.0001667,Load.11091.2,BUS1,PHASE_2,None
0011092,smartmeter,11092,1,100,0.0001667,Load.11092.2,BUS1,PHASE_2,None
0011093,smartmeter,11093,1,100,0.0001667,Load.11093.2,BUS1,PHASE_2,None
0011094,smartmeter,11094,1,100,0.0001667,Load.11094.3,BUS1,PHASE_3,None
0011095,smartmeter,11095,1,100,0.0001667,Load.11095.2,BUS1,PHASE_2,None
0011096,smartmeter,11096,1,100,0.0001667,Load.11096.2,BUS1,PHASE_2,None
0011097,smartmeter,11097,1,100,0.0001667,Load.11097.3,BUS1,PHASE_3,None
0011098,smartmeter,11098,1,100,0.0001667,Load.11098.3,BUS1,PHASE_3,None
0011099,smartmeter,11099,1,100,0.0001667,Load.11099.2,BUS1,PHASE_2,None
0011100,smartmeter,11100,1,100,0.0001667,Load.11100.2,BUS1,PHASE_2,None
0011101,smartmeter,11101,1,100,0.0001667,Load.11101.1,BUS1,PHASE_1,None
0011102,smartmeter,11102,1,100,0.0001667,Load.11102.3,BUS1,PHASE_3,None
0011103,smartmeter,11103,1,100,0.0001667,Load.11103.1,BUS1,PHASE_1,None
0011104,smartmeter,11104,1,100,0.0001667,Load.11104.1,BUS1,PHASE_1,None
0011105,smartmeter,11105,1,100,0.0001667,Load.11105.2,BUS1,PHASE_2,None
0011106,smartmeter,11106,1,100,0.0001667,Load.11106.1,BUS1,PHASE_1,None
0011107,smartmeter,11107,1,100,0.0001667,Load.11107.1,BUS1,PHASE_1,None
0011108,smartmeter,11108,1,100,0.0001667,Load.11108.2,BUS1,PHASE_2,None
0011109,smartmeter,11109,1,100,0.0001667,Load.11109.1,BUS1,PHASE_1,None
0011110,smartmeter,11110,1,100,0.0001667,Load.11110.1,BUS1,PHASE_1,None
0012056,smartmeter,12056,1,100,0.0001667,Load.12056.1,BUS1,PHASE_1,None
0012057,smartmeter,12057,1,100,0.0001667,Load.12057.2,BUS1,PHASE_2,None
0012058,smartmeter,12058,1,100,0.0001667,Load.12058.1,BUS1,PHASE_1,None
0012059,smartmeter,12059,1,100,0.0001667,Load.12059.1,BUS1,PHASE_1,None
0012060,smartmeter,12060,1,100,0.0001667,Load.12060.1,BUS1,PHASE_1,None
0012061,smartmeter,12061,1,100,0.0001667,Load.12061.2,BUS1,PHASE_2,None
0012062,smartmeter,12062,1,100,0.0001667,Load.12062.2,BUS1,PHASE_2,None
0012063,smartmeter,12063,1,100,0.0001667,Load.12063.3,BUS1,PHASE_3,None
0012064,smartmeter,12064,1,100,0.0001667,Load.12064.1,BUS1,PHASE_1,None
0012065,smartmeter,12065,1,100,0.0001667,Load.12065.2,BUS1,PHASE_2,None
0012066,smartmeter,12066,1,100,0.0001667,Load.12066.2,BUS1,PHASE_2,None
0012067,smartmeter,12067,1,100,0.0001667,Load.12067.3,BUS1,PHASE_3,None
0012068,smartmeter,12068,1,100,0.0001667,Load.12068.2,BUS1,PHASE_2,None
0012069,smartmeter,12069,1,100,0.0001667,Load.12069.1,BUS1,PHASE_1,None
0012070,smartmeter,12070,1,100,0.0001667,Load.12070.2,BUS1,PHASE_2,None
0012071,smartmeter,12071,1,100,0.0001667,Load.12071.3,BUS1,PHASE_3,None
0012072,smartmeter,12072,1,100,0.0001667,Load.12072.3,BUS1,PHASE_3,None
0012073,smartmeter,12073,1,100,0.0001667,Load.12073.3,BUS1,PHASE_3,None
0012074,smartmeter,12074,1,100,0.0001667,Load.12074.3,BUS1,PHASE_3,None
0012075,smartmeter,12075,1,100,0.0001667,Load.12075.1,BUS1,PHASE_1,None
0012076,smartmeter,12076,1,100,0.0001667,Load.12076.1,BUS1,PHASE_1,None
0012077,smartmeter,12077,1,100,0.0001667,Load.12077.1,BUS1,PHASE_1,None
0012078,smartmeter,12078,1,100,0.0001667,Load.12078.2,BUS1,PHASE_2,None
0012079,smartmeter,12079,1,100,0.0001667,Load.12079.3,BUS1,PHASE_3,None
0012080,smartmeter,12080,1,100,0.0001667,Load.12080.1,BUS1,PHASE_1,None
0012081,smartmeter,12081,1,100,0.0001667,Load.12081.2,BUS1,PHASE_2,None
0012082,smartmeter,12082,1,100,0.0001667,Load.12082.3,BUS1,PHASE_3,None
0012083,smartmeter,12083,1,100,0.0001667,Load.12083.3,BUS1,PHASE_3,None
0012084,smartmeter,12084,1,100,0.0001667,Load.12084.1,BUS1,PHASE_1,None
0012085,smartmeter,12085,1,100,0.0001667,Load.12085.1,BUS1,PHASE_1,None
0012086,smartmeter,12086,1,100,0.0001667,Load.12086.1,BUS1,PHASE_1,None
0012087,smartmeter,12087,1,100,0.0001667,Load.12087.3,BUS1,PHASE_3,None
0012088,smartmeter,12088,1,100,0.0001667,Load.12088.3,BUS1,PHASE_3,None
0012089,smartmeter,12089,1,100,0.0001667,Load.12089.1,BUS1,PHASE_1,None
0012090,smartmeter,12090,1,100,0.0001667,Load.12090.2,BUS1,PHASE_2,None
0012091,smartmeter,12091,1,100,0.0001667,Load.12091.2,BUS1,PHASE_2,None
0012092,smartmeter,12092,1,100,0.0001667,Load.12092.2,BUS1,PHASE_2,None
0012093,smartmeter,12093,1,100,0.0001667,Load.12093.2,BUS1,PHASE_2,None
0012094,smartmeter,12094,1,100,0.0001667,Load.12094.3,BUS1,PHASE_3,None
0012095,smartmeter,12095,1,100,0.0001667,Load.12095.2,BUS1,PHASE_2,None
0012096,smartmeter,12096,1,100,0.0001667,Load.12096.2,BUS1,PHASE_2,None
0012097,smartmeter,12097,1,100,0.0001667,Load.12097.3,BUS1,PHASE_3,None
0012098,smartmeter,12098,1,100,0.0001667,Load.12098.3,BUS1,PHASE_3,None
0012099,smartmeter,12099,1,100,0.0001667,Load.12099.2,BUS1,PHASE_2,None
0012100,smartmeter,12100,1,100,0.0001667,Load.12100.2,BUS1,PHASE_2,None
0012101,smartmeter,12101,1,100,0.0001667,Load.12101.1,BUS1,PHASE_1,None
0012102,smartmeter,12102,1,100,0.0001667,Load.12102.3,BUS1,PHASE_3,None
0012103,smartmeter,12103,1,100,0.0001667,Load.12103.1,BUS1,PHASE_1,None
0012104,smartmeter,12104,1,100,0.0001667,Load.12104.1,BUS1,PHASE_1,None
0012105,smartmeter,12105,1,100,0.0001667,Load.12105.2,BUS1,PHASE_2,None
