type,src,dst,cidx,didx,period,error,cktElement,cktTerminal,cktPhase,cktProperty
SmartMeter,7065,,0,0,20,1.667e-05,Load.7065,BUS1,PHASE_2,None
SmartMeter,7066,,0,0,20,1.667e-05,Load.7066,BUS1,PHASE_2,None
SmartMeter,7067,,0,0,20,1.667e-05,Load.7067,BUS1,PHASE_3,None
SmartMeter,7068,,0,0,20,1.667e-05,Load.7068,BUS1,PHASE_2,None
SmartMeter,7069,,0,0,20,1.667e-05,Load.7069,BUS1,PHASE_1,None
SmartMeter,7070,,0,0,20,1.667e-05,Load.7070,BUS1,PHASE_2,None
SmartMeter,7071,,0,0,20,1.667e-05,Load.7071,BUS1,PHASE_3,None
SmartMeter,7072,,0,0,20,1.667e-05,Load.7072,BUS1,PHASE_3,None
SmartMeter,7073,,0,0,20,1.667e-05,Load.7073,BUS1,PHASE_3,None
SmartMeter,7074,,0,0,20,1.667e-05,Load.7074,BUS1,PHASE_3,None
SmartMeter,7075,,0,0,20,1.667e-05,Load.7075,BUS1,PHASE_1,None
SmartMeter,7076,,0,0,20,1.667e-05,Load.7076,BUS1,PHASE_1,None
SmartMeter,7077,,0,0,20,1.667e-05,Load.7077,BUS1,PHASE_1,None
SmartMeter,7078,,0,0,20,1.667e-05,Load.7078,BUS1,PHASE_2,None
SmartMeter,7079,,0,0,20,1.667e-05,Load.7079,BUS1,PHASE_3,None
SmartMeter,7080,,0,0,20,1.667e-05,Load.7080,BUS1,PHASE_1,None
SmartMeter,7081,,0,0,20,1.667e-05,Load.7081,BUS1,PHASE_2,None
SmartMeter,7082,,0,0,20,1.667e-05,Load.7082,BUS1,PHASE_3,None
SmartMeter,7083,,0,0,20,1.667e-05,Load.7083,BUS1,PHASE_3,None
SmartMeter,7084,,0,0,20,1.667e-05,Load.7084,BUS1,PHASE_1,None
SmartMeter,7085,,0,0,20,1.667e-05,Load.7085,BUS1,PHASE_1,None
SmartMeter,7086,,0,0,20,1.667e-05,Load.7086,BUS1,PHASE_1,None
SmartMeter,7087,,0,0,20,1.667e-05,Load.7087,BUS1,PHASE_3,None
SmartMeter,7088,,0,0,20,1.667e-05,Load.7088,BUS1,PHASE_3,None
SmartMeter,7089,,0,0,20,1.667e-05,Load.7089,BUS1,PHASE_1,None
SmartMeter,7090,,0,0,20,1.667e-05,Load.7090,BUS1,PHASE_2,None
SmartMeter,7091,,0,0,20,1.667e-05,Load.7091,BUS1,PHASE_2,None
SmartMeter,7092,,0,0,20,1.667e-05,Load.7092,BUS1,PHASE_2,None
SmartMeter,7093,,0,0,20,1.667e-05,Load.7093,BUS1,PHASE_2,None
SmartMeter,7094,,0,0,20,1.667e-05,Load.7094,BUS1,PHASE_3,None
SmartMeter,7095,,0,0,20,1.667e-05,Load.7095,BUS1,PHASE_2,None
SmartMeter,7096,,0,0,20,1.667e-05,Load.7096,BUS1,PHASE_2,None
SmartMeter,7097,,0,0,20,1.667e-05,Load.7097,BUS1,PHASE_3,None
SmartMeter,7098,,0,0,20,1.667e-05,Load.7098,BUS1,PHASE_3,None
SmartMeter,7099,,0,0,20,1.667e-05,Load.7099,BUS1,PHASE_2,None
SmartMeter,7100,,0,0,20,1.667e-05,Load.7100,BUS1,PHASE_2,None
SmartMeter,7101,,0,0,20,1.667e-05,Load.7101,BUS1,PHASE_1,None
SmartMeter,7102,,0,0,20,1.667e-05,Load.7102,BUS1,PHASE_3,None
SmartMeter,7103,,0,0,20,1.667e-05,Load.7103,BUS1,PHASE_1,None
SmartMeter,7104,,0,0,20,1.667e-05,Load.7104,BUS1,PHASE_1,None
SmartMeter,7105,,0,0,20,1.667e-05,Load.7105,BUS1,PHASE_2,None
SmartMeter,7106,,0,0,20,1.667e-05,Load.7106,BUS1,PHASE_1,None
SmartMeter,7107,,0,0,20,1.667e-05,Load.7107,BUS1,PHASE_1,None
SmartMeter,7108,,0,0,20,1.667e-05,Load.7108,BUS1,PHASE_2,None
SmartMeter,7109,,0,0,20,1.667e-05,Load.7109,BUS1,PHASE_1,None
SmartMeter,7110,,0,0,20,1.667e-05,Load.7110,BUS1,PHASE_1,None
SmartMeter,8056,,0,0,20,1.667e-05,Load.8056,BUS1,PHASE_1,None
SmartMeter,8057,,0,0,20,1.667e-05,Load.8057,BUS1,PHASE_2,None
SmartMeter,8058,,0,0,20,1.667e-05,Load.8058,BUS1,PHASE_1,None
SmartMeter,8059,,0,0,20,1.667e-05,Load.8059,BUS1,PHASE_1,None
SmartMeter,8060,,0,0,20,1.667e-05,Load.8060,BUS1,PHASE_1,None
SmartMeter,8061,,0,0,20,1.667e-05,Load.8061,BUS1,PHASE_2,None
SmartMeter,8062,,0,0,20,1.667e-05,Load.8062,BUS1,PHASE_2,None
SmartMeter,8063,,0,0,20,1.667e-05,Load.8063,BUS1,PHASE_3,None
SmartMeter,8064,,0,0,20,1.667e-05,Load.8064,BUS1,PHASE_1,None
SmartMeter,8065,,0,0,20,1.667e-05,Load.8065,BUS1,PHASE_2,None
SmartMeter,8066,,0,0,20,1.667e-05,Load.8066,BUS1,PHASE_2,None
SmartMeter,8067,,0,0,20,1.667e-05,Load.8067,BUS1,PHASE_3,None
SmartMeter,8068,,0,0,20,1.667e-05,Load.8068,BUS1,PHASE_2,None
SmartMeter,8069,,0,0,20,1.667e-05,Load.8069,BUS1,PHASE_1,None
SmartMeter,8070,,0,0,20,1.667e-05,Load.8070,BUS1,PHASE_2,None
SmartMeter,8071,,0,0,20,1.667e-05,Load.8071,BUS1,PHASE_3,None
SmartMeter,8072,,0,0,20,1.667e-05,Load.8072,BUS1,PHASE_3,None
SmartMeter,8073,,0,0,20,1.667e-05,Load.8073,BUS1,PHASE_3,None
SmartMeter,8074,,0,0,20,1.667e-05,Load.8074,BUS1,PHASE_3,None
SmartMeter,8075,,0,0,20,1.667e-05,Load.8075,BUS1,PHASE_1,None
SmartMeter,8076,,0,0,20,1.667e-05,Load.8076,BUS1,PHASE_1,None
SmartMeter,8077,,0,0,20,1.667e-05,Load.8077,BUS1,PHASE_1,None
SmartMeter,8078,,0,0,20,1.667e-05,Load.8078,BUS1,PHASE_2,None
SmartMeter,8079,,0,0,20,1.667e-05,Load.8079,BUS1,PHASE_3,None
SmartMeter,8080,,0,0,20,1.667e-05,Load.8080,BUS1,PHASE_1,None
SmartMeter,8081,,0,0,20,1.667e-05,Load.8081,BUS1,PHASE_2,None
SmartMeter,8082,,0,0,20,1.667e-05,Load.8082,BUS1,PHASE_3,None
SmartMeter,8083,,0,0,20,1.667e-05,Load.8083,BUS1,PHASE_3,None
SmartMeter,8084,,0,0,20,1.667e-05,Load.8084,BUS1,PHASE_1,None
SmartMeter,8085,,0,0,20,1.667e-05,Load.8085,BUS1,PHASE_1,None
SmartMeter,8086,,0,0,20,1.667e-05,Load.8086,BUS1,PHASE_1,None
SmartMeter,8087,,0,0,20,1.667e-05,Load.8087,BUS1,PHASE_3,None
SmartMeter,8088,,0,0,20,1.667e-05,Load.8088,BUS1,PHASE_3,None
SmartMeter,8089,,0,0,20,1.667e-05,Load.8089,BUS1,PHASE_1,None
SmartMeter,8090,,0,0,20,1.667e-05,Load.8090,BUS1,PHASE_2,None
SmartMeter,8091,,0,0,20,1.667e-05,Load.8091,BUS1,PHASE_2,None
SmartMeter,8092,,0,0,20,1.667e-05,Load.8092,BUS1,PHASE_2,None
SmartMeter,8093,,0,0,20,1.667e-05,Load.8093,BUS1,PHASE_2,None
SmartMeter,8094,,0,0,20,1.667e-05,Load.8094,BUS1,PHASE_3,None
SmartMeter,8095,,0,0,20,1.667e-05,Load.8095,BUS1,PHASE_2,None
SmartMeter,8096,,0,0,20,1.667e-05,Load.8096,BUS1,PHASE_2,None
SmartMeter,8097,,0,0,20,1.667e-05,Load.8097,BUS1,PHASE_3,None
SmartMeter,8098,,0,0,20,1.667e-05,Load.8098,BUS1,PHASE_3,None
SmartMeter,8099,,0,0,20,1.667e-05,Load.8099,BUS1,PHASE_2,None
SmartMeter,8100,,0,0,20,1.667e-05,Load.8100,BUS1,PHASE_2,None
SmartMeter,8101,,0,0,20,1.667e-05,Load.8101,BUS1,PHASE_1,None
SmartMeter,8102,,0,0,20,1.667e-05,Load.8102,BUS1,PHASE_3,None
SmartMeter,8103,,0,0,20,1.667e-05,Load.8103,BUS1,PHASE_1,None
SmartMeter,8104,,0,0,20,1.667e-05,Load.8104,BUS1,PHASE_1,None
SmartMeter,8105,,0,0,20,1.667e-05,Load.8105,BUS1,PHASE_2,None
SmartMeter,8106,,0,0,20,1.667e-05,Load.8106,BUS1,PHASE_1,None
SmartMeter,8107,,0,0,20,1.667e-05,Load.8107,BUS1,PHASE_1,None
SmartMeter,8108,,0,0,20,1.667e-05,Load.8108,BUS1,PHASE_2,None
SmartMeter,8109,,0,0,20,1.667e-05,Load.8109,BUS1,PHASE_1,None
SmartMeter,8110,,0,0,20,1.667e-05,Load.8110,BUS1,PHASE_1,None
SmartMeter,9056,,0,0,20,1.667e-05,Load.9056,BUS1,PHASE_1,None
SmartMeter,9057,,0,0,20,1.667e-05,Load.9057,BUS1,PHASE_2,None
SmartMeter,9058,,0,0,20,1.667e-05,Load.9058,BUS1,PHASE_1,None
SmartMeter,9059,,0,0,20,1.667e-05,Load.9059,BUS1,PHASE_1,None
SmartMeter,9060,,0,0,20,1.667e-05,Load.9060,BUS1,PHASE_1,None
SmartMeter,9061,,0,0,20,1.667e-05,Load.9061,BUS1,PHASE_2,None
SmartMeter,9062,,0,0,20,1.667e-05,Load.9062,BUS1,PHASE_2,None
SmartMeter,9063,,0,0,20,1.667e-05,Load.9063,BUS1,PHASE_3,None
SmartMeter,9064,,0,0,20,1.667e-05,Load.9064,BUS1,PHASE_1,None
SmartMeter,9065,,0,0,20,1.667e-05,Load.9065,BUS1,PHASE_2,None
SmartMeter,9066,,0,0,20,1.667e-05,Load.9066,BUS1,PHASE_2,None
SmartMeter,9067,,0,0,20,1.667e-05,Load.9067,BUS1,PHASE_3,None
SmartMeter,9068,,0,0,20,1.667e-05,Load.9068,BUS1,PHASE_2,None
SmartMeter,9069,,0,0,20,1.667e-05,Load.9069,BUS1,PHASE_1,None
SmartMeter,9070,,0,0,20,1.667e-05,Load.9070,BUS1,PHASE_2,None
SmartMeter,9071,,0,0,20,1.667e-05,Load.9071,BUS1,PHASE_3,None
SmartMeter,9072,,0,0,20,1.667e-05,Load.9072,BUS1,PHASE_3,None
SmartMeter,9073,,0,0,20,1.667e-05,Load.9073,BUS1,PHASE_3,None
SmartMeter,9074,,0,0,20,1.667e-05,Load.9074,BUS1,PHASE_3,None
SmartMeter,9075,,0,0,20,1.667e-05,Load.9075,BUS1,PHASE_1,None
SmartMeter,9076,,0,0,20,1.667e-05,Load.9076,BUS1,PHASE_1,None
SmartMeter,9077,,0,0,20,1.667e-05,Load.9077,BUS1,PHASE_1,None
SmartMeter,9078,,0,0,20,1.667e-05,Load.9078,BUS1,PHASE_2,None
SmartMeter,9079,,0,0,20,1.667e-05,Load.9079,BUS1,PHASE_3,None
SmartMeter,9080,,0,0,20,1.667e-05,Load.9080,BUS1,PHASE_1,None
SmartMeter,9081,,0,0,20,1.667e-05,Load.9081,BUS1,PHASE_2,None
SmartMeter,9082,,0,0,20,1.667e-05,Load.9082,BUS1,PHASE_3,None
SmartMeter,9083,,0,0,20,1.667e-05,Load.9083,BUS1,PHASE_3,None
SmartMeter,9084,,0,0,20,1.667e-05,Load.9084,BUS1,PHASE_1,None
SmartMeter,9085,,0,0,20,1.667e-05,Load.9085,BUS1,PHASE_1,None
SmartMeter,9086,,0,0,20,1.667e-05,Load.9086,BUS1,PHASE_1,None
SmartMeter,9087,,0,0,20,1.667e-05,Load.9087,BUS1,PHASE_3,None
SmartMeter,9088,,0,0,20,1.667e-05,Load.9088,BUS1,PHASE_3,None
SmartMeter,9089,,0,0,20,1.667e-05,Load.9089,BUS1,PHASE_1,None
SmartMeter,9090,,0,0,20,1.667e-05,Load.9090,BUS1,PHASE_2,None
SmartMeter,9091,,0,0,20,1.667e-05,Load.9091,BUS1,PHASE_2,None
SmartMeter,9092,,0,0,20,1.667e-05,Load.9092,BUS1,PHASE_2,None
SmartMeter,9093,,0,0,20,1.667e-05,Load.9093,BUS1,PHASE_2,None
SmartMeter,9094,,0,0,20,1.667e-05,Load.9094,BUS1,PHASE_3,None
SmartMeter,9095,,0,0,20,1.667e-05,Load.9095,BUS1,PHASE_2,None
SmartMeter,9096,,0,0,20,1.667e-05,Load.9096,BUS1,PHASE_2,None
SmartMeter,9097,,0,0,20,1.667e-05,Load.9097,BUS1,PHASE_3,None
SmartMeter,9098,,0,0,20,1.667e-05,Load.9098,BUS1,PHASE_3,None
SmartMeter,9099,,0,0,20,1.667e-05,Load.9099,BUS1,PHASE_2,None
SmartMeter,9100,,0,0,20,1.667e-05,Load.9100,BUS1,PHASE_2,None
SmartMeter,9101,,0,0,20,1.667e-05,Load.9101,BUS1,PHASE_1,None
SmartMeter,9102,,0,0,20,1.667e-05,Load.9102,BUS1,PHASE_3,None
SmartMeter,9103,,0,0,20,1.667e-05,Load.9103,BUS1,PHASE_1,None
SmartMeter,9104,,0,0,20,1.667e-05,Load.9104,BUS1,PHASE_1,None
SmartMeter,9105,,0,0,20,1.667e-05,Load.9105,BUS1,PHASE_2,None
SmartMeter,9106,,0,0,20,1.667e-05,Load.9106,BUS1,PHASE_1,None
SmartMeter,9107,,0,0,20,1.667e-05,Load.9107,BUS1,PHASE_1,None
SmartMeter,9108,,0,0,20,1.667e-05,Load.9108,BUS1,PHASE_2,None
SmartMeter,9109,,0,0,20,1.667e-05,Load.9109,BUS1,PHASE_1,None
SmartMeter,9110,,0,0,20,1.667e-05,Load.9110,BUS1,PHASE_1,None
SmartMeter,10056,,0,0,20,1.667e-05,Load.10056,BUS1,PHASE_1,None
SmartMeter,10057,,0,0,20,1.667e-05,Load.10057,BUS1,PHASE_2,None
SmartMeter,10058,,0,0,20,1.667e-05,Load.10058,BUS1,PHASE_1,None
SmartMeter,10059,,0,0,20,1.667e-05,Load.10059,BUS1,PHASE_1,None
SmartMeter,10060,,0,0,20,1.667e-05,Load.10060,BUS1,PHASE_1,None
SmartMeter,10061,,0,0,20,1.667e-05,Load.10061,BUS1,PHASE_2,None
SmartMeter,10062,,0,0,20,1.667e-05,Load.10062,BUS1,PHASE_2,None
SmartMeter,10063,,0,0,20,1.667e-05,Load.10063,BUS1,PHASE_3,None
SmartMeter,10064,,0,0,20,1.667e-05,Load.10064,BUS1,PHASE_1,None
SmartMeter,10065,,0,0,20,1.667e-05,Load.10065,BUS1,PHASE_2,None
SmartMeter,10066,,0,0,20,1.667e-05,Load.10066,BUS1,PHASE_2,None
SmartMeter,10067,,0,0,20,1.667e-05,Load.10067,BUS1,PHASE_3,None
SmartMeter,10068,,0,0,20,1.667e-05,Load.10068,BUS1,PHASE_2,None
SmartMeter,10069,,0,0,20,1.667e-05,Load.10069,BUS1,PHASE_1,None
SmartMeter,10070,,0,0,20,1.667e-05,Load.10070,BUS1,PHASE_2,None
SmartMeter,10071,,0,0,20,1.667e-05,Load.10071,BUS1,PHASE_3,None
SmartMeter,10072,,0,0,20,1.667e-05,Load.10072,BUS1,PHASE_3,None
SmartMeter,10073,,0,0,20,1.667e-05,Load.10073,BUS1,PHASE_3,None
SmartMeter,10074,,0,0,20,1.667e-05,Load.10074,BUS1,PHASE_3,None
SmartMeter,10075,,0,0,20,1.667e-05,Load.10075,BUS1,PHASE_1,None
SmartMeter,10076,,0,0,20,1.667e-05,Load.10076,BUS1,PHASE_1,None
SmartMeter,10077,,0,0,20,1.667e-05,Load.10077,BUS1,PHASE_1,None
SmartMeter,10078,,0,0,20,1.667e-05,Load.10078,BUS1,PHASE_2,None
SmartMeter,10079,,0,0,20,1.667e-05,Load.10079,BUS1,PHASE_3,None
SmartMeter,10080,,0,0,20,1.667e-05,Load.10080,BUS1,PHASE_1,None
SmartMeter,10081,,0,0,20,1.667e-05,Load.10081,BUS1,PHASE_2,None
SmartMeter,10082,,0,0,20,1.667e-05,Load.10082,BUS1,PHASE_3,None
SmartMeter,10083,,0,0,20,1.667e-05,Load.10083,BUS1,PHASE_3,None
SmartMeter,10084,,0,0,20,1.667e-05,Load.10084,BUS1,PHASE_1,None
SmartMeter,10085,,0,0,20,1.667e-05,Load.10085,BUS1,PHASE_1,None
SmartMeter,10086,,0,0,20,1.667e-05,Load.10086,BUS1,PHASE_1,None
SmartMeter,10087,,0,0,20,1.667e-05,Load.10087,BUS1,PHASE_3,None
SmartMeter,10088,,0,0,20,1.667e-05,Load.10088,BUS1,PHASE_3,None
SmartMeter,10089,,0,0,20,1.667e-05,Load.10089,BUS1,PHASE_1,None
SmartMeter,10090,,0,0,20,1.667e-05,Load.10090,BUS1,PHASE_2,None
SmartMeter,10091,,0,0,20,1.667e-05,Load.10091,BUS1,PHASE_2,None
SmartMeter,10092,,0,0,20,1.667e-05,Load.10092,BUS1,PHASE_2,None
SmartMeter,10093,,0,0,20,1.667e-05,Load.10093,BUS1,PHASE_2,None
SmartMeter,10094,,0,0,20,1.667e-05,Load.10094,BUS1,PHASE_3,None
SmartMeter,10095,,0,0,20,1.667e-05,Load.10095,BUS1,PHASE_2,None
SmartMeter,10096,,0,0,20,1.667e-05,Load.10096,BUS1,PHASE_2,None
SmartMeter,10097,,0,0,20,1.667e-05,Load.10097,BUS1,PHASE_3,None
SmartMeter,10098,,0,0,20,1.667e-05,Load.10098,BUS1,PHASE_3,None
SmartMeter,10099,,0,0,20,1.667e-05,Load.10099,BUS1,PHASE_2,None
SmartMeter,10100,,0,0,20,1.667e-05,Load.10100,BUS1,PHASE_2,None
SmartMeter,10101,,0,0,20,1.667e-05,Load.10101,BUS1,PHASE_1,None
SmartMeter,10102,,0,0,20,1.667e-05,Load.10102,BUS1,PHASE_3,None
SmartMeter,10103,,0,0,20,1.667e-05,Load.10103,BUS1,PHASE_1,None
SmartMeter,10104,,0,0,20,1.667e-05,Load.10104,BUS1,PHASE_1,None
SmartMeter,10105,,0,0,20,1.667e-05,Load.10105,BUS1,PHASE_2,None
SmartMeter,10106,,0,0,20,1.667e-05,Load.10106,BUS1,PHASE_1,None
SmartMeter,10107,,0,0,20,1.667e-05,Load.10107,BUS1,PHASE_1,None
SmartMeter,10108,,0,0,20,1.667e-05,Load.10108,BUS1,PHASE_2,None
SmartMeter,10109,,0,0,20,1.667e-05,Load.10109,BUS1,PHASE_1,None
SmartMeter,10110,,0,0,20,1.667e-05,Load.10110,BUS1,PHASE_1,None
SmartMeter,11056,,0,0,20,1.667e-05,Load.11056,BUS1,PHASE_1,None
SmartMeter,11057,,0,0,20,1.667e-05,Load.11057,BUS1,PHASE_2,None
SmartMeter,11058,,0,0,20,1.667e-05,Load.11058,BUS1,PHASE_1,None
SmartMeter,11059,,0,0,20,1.667e-05,Load.11059,BUS1,PHASE_1,None
SmartMeter,11060,,0,0,20,1.667e-05,Load.11060,BUS1,PHASE_1,None
SmartMeter,11061,,0,0,20,1.667e-05,Load.11061,BUS1,PHASE_2,None
SmartMeter,11062,,0,0,20,1.667e-05,Load.11062,BUS1,PHASE_2,None
SmartMeter,11063,,0,0,20,1.667e-05,Load.11063,BUS1,PHASE_3,None
SmartMeter,11064,,0,0,20,1.667e-05,Load.11064,BUS1,PHASE_1,None
SmartMeter,11065,,0,0,20,1.667e-05,Load.11065,BUS1,PHASE_2,None
SmartMeter,11066,,0,0,20,1.667e-05,Load.11066,BUS1,PHASE_2,None
SmartMeter,11067,,0,0,20,1.667e-05,Load.11067,BUS1,PHASE_3,None
SmartMeter,11068,,0,0,20,1.667e-05,Load.11068,BUS1,PHASE_2,None
SmartMeter,11069,,0,0,20,1.667e-05,Load.11069,BUS1,PHASE_1,None
SmartMeter,11070,,0,0,20,1.667e-05,Load.11070,BUS1,PHASE_2,None
SmartMeter,11071,,0,0,20,1.667e-05,Load.11071,BUS1,PHASE_3,None
SmartMeter,11072,,0,0,20,1.667e-05,Load.11072,BUS1,PHASE_3,None
SmartMeter,11073,,0,0,20,1.667e-05,Load.11073,BUS1,PHASE_3,None
SmartMeter,11074,,0,0,20,1.667e-05,Load.11074,BUS1,PHASE_3,None
SmartMeter,11075,,0,0,20,1.667e-05,Load.11075,BUS1,PHASE_1,None
SmartMeter,11076,,0,0,20,1.667e-05,Load.11076,BUS1,PHASE_1,None
SmartMeter,11077,,0,0,20,1.667e-05,Load.11077,BUS1,PHASE_1,None
SmartMeter,11078,,0,0,20,1.667e-05,Load.11078,BUS1,PHASE_2,None
SmartMeter,11079,,0,0,20,1.667e-05,Load.11079,BUS1,PHASE_3,None
SmartMeter,11080,,0,0,20,1.667e-05,Load.11080,BUS1,PHASE_1,None
SmartMeter,11081,,0,0,20,1.667e-05,Load.11081,BUS1,PHASE_2,None
SmartMeter,11082,,0,0,20,1.667e-05,Load.11082,BUS1,PHASE_3,None
SmartMeter,11083,,0,0,20,1.667e-05,Load.11083,BUS1,PHASE_3,None
SmartMeter,11084,,0,0,20,1.667e-05,Load.11084,BUS1,PHASE_1,None
SmartMeter,11085,,0,0,20,1.667e-05,Load.11085,BUS1,PHASE_1,None
SmartMeter,11086,,0,0,20,1.667e-05,Load.11086,BUS1,PHASE_1,None
SmartMeter,11087,,0,0,20,1.667e-05,Load.11087,BUS1,PHASE_3,None
SmartMeter,11088,,0,0,20,1.667e-05,Load.11088,BUS1,PHASE_3,None
SmartMeter,11089,,0,0,20,1.667e-05,Load.11089,BUS1,PHASE_1,None
SmartMeter,11090,,0,0,20,1.667e-05,Load.11090,BUS1,PHASE_2,None
SmartMeter,11091,,0,0,20,1.667e-05,Load.11091,BUS1,PHASE_2,None
SmartMeter,11092,,0,0,20,1.667e-05,Load.11092,BUS1,PHASE_2,None
SmartMeter,11093,,0,0,20,1.667e-05,Load.11093,BUS1,PHASE_2,None
SmartMeter,11094,,0,0,20,1.667e-05,Load.11094,BUS1,PHASE_3,None
SmartMeter,11095,,0,0,20,1.667e-05,Load.11095,BUS1,PHASE_2,None
SmartMeter,11096,,0,0,20,1.667e-05,Load.11096,BUS1,PHASE_2,None
SmartMeter,11097,,0,0,20,1.667e-05,Load.11097,BUS1,PHASE_3,None
SmartMeter,11098,,0,0,20,1.667e-05,Load.11098,BUS1,PHASE_3,None
SmartMeter,11099,,0,0,20,1.667e-05,Load.11099,BUS1,PHASE_2,None
SmartMeter,11100,,0,0,20,1.667e-05,Load.11100,BUS1,PHASE_2,None
SmartMeter,11101,,0,0,20,1.667e-05,Load.11101,BUS1,PHASE_1,None
SmartMeter,11102,,0,0,20,1.667e-05,Load.11102,BUS1,PHASE_3,None
SmartMeter,11103,,0,0,20,1.667e-05,Load.11103,BUS1,PHASE_1,None
SmartMeter,11104,,0,0,20,1.667e-05,Load.11104,BUS1,PHASE_1,None
SmartMeter,11105,,0,0,20,1.667e-05,Load.11105,BUS1,PHASE_2,None
SmartMeter,11106,,0,0,20,1.667e-05,Load.11106,BUS1,PHASE_1,None
SmartMeter,11107,,0,0,20,1.667e-05,Load.11107,BUS1,PHASE_1,None
SmartMeter,11108,,0,0,20,1.667e-05,Load.11108,BUS1,PHASE_2,None
SmartMeter,11109,,0,0,20,1.667e-05,Load.11109,BUS1,PHASE_1,None
SmartMeter,11110,,0,0,20,1.667e-05,Load.11110,BUS1,PHASE_1,None
SmartMeter,12056,,0,0,20,1.667e-05,Load.12056,BUS1,PHASE_1,None
SmartMeter,12057,,0,0,20,1.667e-05,Load.12057,BUS1,PHASE_2,None
SmartMeter,12058,,0,0,20,1.667e-05,Load.12058,BUS1,PHASE_1,None
SmartMeter,12059,,0,0,20,1.667e-05,Load.12059,BUS1,PHASE_1,None
SmartMeter,12060,,0,0,20,1.667e-05,Load.12060,BUS1,PHASE_1,None
SmartMeter,12061,,0,0,20,1.667e-05,Load.12061,BUS1,PHASE_2,None
SmartMeter,12062,,0,0,20,1.667e-05,Load.12062,BUS1,PHASE_2,None
SmartMeter,12063,,0,0,20,1.667e-05,Load.12063,BUS1,PHASE_3,None
SmartMeter,12064,,0,0,20,1.667e-05,Load.12064,BUS1,PHASE_1,None
SmartMeter,12065,,0,0,20,1.667e-05,Load.12065,BUS1,PHASE_2,None
SmartMeter,12066,,0,0,20,1.667e-05,Load.12066,BUS1,PHASE_2,None
SmartMeter,12067,,0,0,20,1.667e-05,Load.12067,BUS1,PHASE_3,None
SmartMeter,12068,,0,0,20,1.667e-05,Load.12068,BUS1,PHASE_2,None
SmartMeter,12069,,0,0,20,1.667e-05,Load.12069,BUS1,PHASE_1,None
SmartMeter,12070,,0,0,20,1.667e-05,Load.12070,BUS1,PHASE_2,None
SmartMeter,12071,,0,0,20,1.667e-05,Load.12071,BUS1,PHASE_3,None
SmartMeter,12072,,0,0,20,1.667e-05,Load.12072,BUS1,PHASE_3,None
SmartMeter,12073,,0,0,20,1.667e-05,Load.12073,BUS1,PHASE_3,None
SmartMeter,12074,,0,0,20,1.667e-05,Load.12074,BUS1,PHASE_3,None
SmartMeter,12075,,0,0,20,1.667e-05,Load.12075,BUS1,PHASE_1,None
SmartMeter,12076,,0,0,20,1.667e-05,Load.12076,BUS1,PHASE_1,None
SmartMeter,12077,,0,0,20,1.667e-05,Load.12077,BUS1,PHASE_1,None
SmartMeter,12078,,0,0,20,1.667e-05,Load.12078,BUS1,PHASE_2,None
SmartMeter,12079,,0,0,20,1.667e-05,Load.12079,BUS1,PHASE_3,None
SmartMeter,12080,,0,0,20,1.667e-05,Load.12080,BUS1,PHASE_1,None
SmartMeter,12081,,0,0,20,1.667e-05,Load.12081,BUS1,PHASE_2,None
SmartMeter,12082,,0,0,20,1.667e-05,Load.12082,BUS1,PHASE_3,None
SmartMeter,12083,,0,0,20,1.667e-05,Load.12083,BUS1,PHASE_3,None
SmartMeter,12084,,0,0,20,1.667e-05,Load.12084,BUS1,PHASE_1,None
SmartMeter,12085,,0,0,20,1.667e-05,Load.12085,BUS1,PHASE_1,None
SmartMeter,12086,,0,0,20,1.667e-05,Load.12086,BUS1,PHASE_1,None
SmartMeter,12087,,0,0,20,1.667e-05,Load.12087,BUS1,PHASE_3,None
SmartMeter,12088,,0,0,20,1.667e-05,Load.12088,BUS1,PHASE_3,None
SmartMeter,12089,,0,0,20,1.667e-05,Load.12089,BUS1,PHASE_1,None
SmartMeter,12090,,0,0,20,1.667e-05,Load.12090,BUS1,PHASE_2,None
SmartMeter,12091,,0,0,20,1.667e-05,Load.12091,BUS1,PHASE_2,None
SmartMeter,12092,,0,0,20,1.667e-05,Load.12092,BUS1,PHASE_2,None
SmartMeter,12093,,0,0,20,1.667e-05,Load.12093,BUS1,PHASE_2,None
SmartMeter,12094,,0,0,20,1.667e-05,Load.12094,BUS1,PHASE_3,None
SmartMeter,12095,,0,0,20,1.667e-05,Load.12095,BUS1,PHASE_2,None
SmartMeter,12096,,0,0,20,1.667e-05,Load.12096,BUS1,PHASE_2,None
SmartMeter,12097,,0,0,20,1.667e-05,Load.12097,BUS1,PHASE_3,None
SmartMeter,12098,,0,0,20,1.667e-05,Load.12098,BUS1,PHASE_3,None
SmartMeter,12099,,0,0,20,1.667e-05,Load.12099,BUS1,PHASE_2,None
SmartMeter,12100,,0,0,20,1.667e-05,Load.12100,BUS1,PHASE_2,None
SmartMeter,12101,,0,0,20,1.667e-05,Load.12101,BUS1,PHASE_1,None
SmartMeter,12102,,0,0,20,1.667e-05,Load.12102,BUS1,PHASE_3,None
SmartMeter,12103,,0,0,20,1.667e-05,Load.12103,BUS1,PHASE_1,None
SmartMeter,12104,,0,0,20,1.667e-05,Load.12104,BUS1,PHASE_1,None
SmartMeter,12105,,0,0,20,1.667e-05,Load.12105,BUS1,PHASE_2,None
SmartMeter,12106,,0,0,20,1.667e-05,Load.12106,BUS1,PHASE_1,None
